npm WARN discord_bot@1.0.0 No repository field.

audited 445 packages in 3.523s

39 packages are looking for funding
  run `npm fund` for details

found 0 vulnerabilities

[DisTube] Downloaded youtube-dl 2021.06.06
this bot is online soup#9637! ID:- 727077691605647381
1)  server name :- Fantastical | server id :- 407860192005324811
(node:31) UnhandledPromiseRejectionWarning: TypeError: Cannot read property 'name' of null
    at Client.<anonymous> (/home/minecraft/multicraft/servers/server200444/index.js:48:46)
    at Client.emit (events.js:310:20)
    at MessageCreateAction.handle (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/actions/MessageCreate.js:31:14)
    at Object.module.exports [as MESSAGE_CREATE] (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/handlers/MESSAGE_CREATE.js:4:32)
    at WebSocketManager.handlePacket (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketManager.js:384:31)
    at WebSocketShard.onPacket (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketShard.js:444:22)
    at WebSocketShard.onMessage (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketShard.js:301:10)
    at WebSocket.onMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/event-target.js:132:16)
    at WebSocket.emit (events.js:310:20)
    at Receiver.receiverOnMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/websocket.js:833:20)
    at Receiver.emit (events.js:310:20)
    at Receiver.dataMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:517:14)
    at Receiver.getData (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:435:17)
    at Receiver.startLoop (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:143:22)
    at Receiver._write (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:78:10)
    at doWrite (_stream_writable.js:403:12)
(node:31) UnhandledPromiseRejectionWarning: Unhandled promise rejection. This error originated either by throwing inside of an async function without a catch block, or by rejecting a promise which was not handled with .catch(). To terminate the node process on unhandled promise rejection, use the CLI flag `--unhandled-rejections=strict` (see https://nodejs.org/api/cli.html#cli_unhandled_rejections_mode). (rejection id: 1)
(node:31) [DEP0018] DeprecationWarning: Unhandled promise rejections are deprecated. In the future, promise rejections that are not handled will terminate the Node.js process with a non-zero exit code.
server:-  Fantastical ; soup :- <@!815224810770137118>, I've sent you a DM with all my commands!
server:-  Fantastical ; stoner face :- *invite
server:-  Fantastical ; soup :- 
server:-  project ka kaam karlo ; soup :- 
server:-  project ka kaam karlo ; stoner face :- *help
(node:31) UnhandledPromiseRejectionWarning: TypeError: Cannot read property 'name' of null
    at Client.<anonymous> (/home/minecraft/multicraft/servers/server200444/index.js:48:46)
    at Client.emit (events.js:310:20)
    at MessageCreateAction.handle (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/actions/MessageCreate.js:31:14)
    at /home/minecraft/multicraft/servers/server200444/node_modules/discord-buttons/src/v12/Classes/DMChannel.js:27:123
    at runMicrotasks (<anonymous>)
    at processTicksAndRejections (internal/process/task_queues.js:97:5)
    at async Promise.all (index 0)
(node:31) UnhandledPromiseRejectionWarning: Unhandled promise rejection. This error originated either by throwing inside of an async function without a catch block, or by rejecting a promise which was not handled with .catch(). To terminate the node process on unhandled promise rejection, use the CLI flag `--unhandled-rejections=strict` (see https://nodejs.org/api/cli.html#cli_unhandled_rejections_mode). (rejection id: 2)
server:-  project ka kaam karlo ; soup :- <@!815224810770137118>, I've sent you a DM with all my commands!
server:-  project ka kaam karlo ; seychien :- *help
(node:31) UnhandledPromiseRejectionWarning: TypeError: Cannot read property 'name' of null
    at Client.<anonymous> (/home/minecraft/multicraft/servers/server200444/index.js:48:46)
    at Client.emit (events.js:310:20)
    at MessageCreateAction.handle (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/actions/MessageCreate.js:31:14)
    at Object.module.exports [as MESSAGE_CREATE] (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/handlers/MESSAGE_CREATE.js:4:32)
    at WebSocketManager.handlePacket (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketManager.js:384:31)
    at WebSocketShard.onPacket (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketShard.js:444:22)
    at WebSocketShard.onMessage (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketShard.js:301:10)
    at WebSocket.onMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/event-target.js:132:16)
    at WebSocket.emit (events.js:310:20)
    at Receiver.receiverOnMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/websocket.js:833:20)
    at Receiver.emit (events.js:310:20)
    at Receiver.dataMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:517:14)
    at Receiver.getData (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:435:17)
    at Receiver.startLoop (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:143:22)
    at Receiver._write (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:78:10)
    at doWrite (_stream_writable.js:403:12)
(node:31) UnhandledPromiseRejectionWarning: Unhandled promise rejection. This error originated either by throwing inside of an async function without a catch block, or by rejecting a promise which was not handled with .catch(). To terminate the node process on unhandled promise rejection, use the CLI flag `--unhandled-rejections=strict` (see https://nodejs.org/api/cli.html#cli_unhandled_rejections_mode). (rejection id: 3)
server:-  project ka kaam karlo ; soup :- <@!748067474112643104>, I've sent you a DM with all my commands!
server:-  project ka kaam karlo ; stoner face :- *pokernight
server:-  project ka kaam karlo ; soup :- 
server:-  project ka kaam karlo ; stoner face :- * ttt
server:-  project ka kaam karlo ; stoner face :- * ttt <@!748067474112643104>
server:-  project ka kaam karlo ; seychien :- *ttt
server:-  project ka kaam karlo ; soup :- please mention someone to play against
server:-  project ka kaam karlo ; stoner face :- *ttt <@!748067474112643104>
server:-  project ka kaam karlo ; soup :- <@815224810770137118> it is your turn
:white_large_square::white_large_square::white_large_square:
:white_large_square::white_large_square::white_large_square:
:white_large_square::white_large_square::white_large_square:
server:-  project ka kaam karlo ; stoner face :- *gtp
server:-  project ka kaam karlo ; soup :- 
server:-  project ka kaam karlo ; soup :- Wrong Guess Try Again! - Type stop(Without prefix) to cancel the Game
server:-  project ka kaam karlo ; soup :- Wrong Guess Try Again! - Type stop(Without prefix) to cancel the Game
server:-  project ka kaam karlo ; soup :- Wrong Guess Try Again! - Type stop(Without prefix) to cancel the Game
server:-  project ka kaam karlo ; soup :- Wrong Guess Try Again! - Type stop(Without prefix) to cancel the Game
server:-  project ka kaam karlo ; soup :- Wrong Guess Try Again! - Type stop(Without prefix) to cancel the Game
server:-  project ka kaam karlo ; stoner face :- *stop
(node:31) UnhandledPromiseRejectionWarning: Error: NotPlaying
    at DisTube.stop (/home/minecraft/multicraft/servers/server200444/node_modules/distube/src/DisTube.js:547:23)
    at Client.<anonymous> (/home/minecraft/multicraft/servers/server200444/index.js:102:24)
    at Client.emit (events.js:322:22)
    at MessageCreateAction.handle (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/actions/MessageCreate.js:31:14)
    at Object.module.exports [as MESSAGE_CREATE] (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/handlers/MESSAGE_CREATE.js:4:32)
    at WebSocketManager.handlePacket (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketManager.js:384:31)
    at WebSocketShard.onPacket (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketShard.js:444:22)
    at WebSocketShard.onMessage (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketShard.js:301:10)
    at WebSocket.onMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/event-target.js:132:16)
    at WebSocket.emit (events.js:310:20)
    at Receiver.receiverOnMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/websocket.js:833:20)
    at Receiver.emit (events.js:310:20)
    at Receiver.dataMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:517:14)
    at Receiver.getData (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:435:17)
    at Receiver.startLoop (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:143:22)
    at Receiver._write (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:78:10)
(node:31) UnhandledPromiseRejectionWarning: Unhandled promise rejection. This error originated either by throwing inside of an async function without a catch block, or by rejecting a promise which was not handled with .catch(). To terminate the node process on unhandled promise rejection, use the CLI flag `--unhandled-rejections=strict` (see https://nodejs.org/api/cli.html#cli_unhandled_rejections_mode). (rejection id: 4)
server:-  project ka kaam karlo ; soup :- 
server:-  project ka kaam karlo ; soup :- Wrong Guess Try Again! - Type stop(Without prefix) to cancel the Game
server:-  project ka kaam karlo ; soup :- Wrong Guess Try Again! - Type stop(Without prefix) to cancel the Game
server:-  project ka kaam karlo ; soup :- Wrong Guess Try Again! - Type stop(Without prefix) to cancel the Game
server:-  project ka kaam karlo ; soup :- 
server:-  project ka kaam karlo ; stoner face :- *fight
server:-  project ka kaam karlo ; soup :- <@!815224810770137118>, `Get on my Level if you wanna Play against me 😏 
*Tag the person you wanna play against*`
server:-  project ka kaam karlo ; stoner face :- *chat would u date ansh
server:-  project ka kaam karlo ; soup :- Let me give it a think.
server:-  project ka kaam karlo ; stoner face :- *chat what is <@!748067474112643104>
server:-  project ka kaam karlo ; soup :- What makes you happy? Anything special with the number 748067474112643104?
server:-  project ka kaam karlo ; stoner face :- *chat do u listen to kpop
server:-  project ka kaam karlo ; soup :- I listen to kpop from time to time.
server:-  Respectfully's server2 ; Respectfully :- *help
(node:31) UnhandledPromiseRejectionWarning: TypeError: Cannot read property 'name' of null
    at Client.<anonymous> (/home/minecraft/multicraft/servers/server200444/index.js:48:46)
    at Client.emit (events.js:310:20)
    at MessageCreateAction.handle (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/actions/MessageCreate.js:31:14)
    at Object.module.exports [as MESSAGE_CREATE] (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/handlers/MESSAGE_CREATE.js:4:32)
    at WebSocketManager.handlePacket (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketManager.js:384:31)
    at WebSocketShard.onPacket (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketShard.js:444:22)
    at WebSocketShard.onMessage (/home/minecraft/multicraft/servers/server200444/node_modules/discord.js/src/client/websocket/WebSocketShard.js:301:10)
    at WebSocket.onMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/event-target.js:132:16)
    at WebSocket.emit (events.js:310:20)
    at Receiver.receiverOnMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/websocket.js:833:20)
    at Receiver.emit (events.js:310:20)
    at Receiver.dataMessage (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:517:14)
    at Receiver.getData (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:435:17)
    at Receiver.startLoop (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:143:22)
    at Receiver._write (/home/minecraft/multicraft/servers/server200444/node_modules/ws/lib/receiver.js:78:10)
    at doWrite (_stream_writable.js:403:12)
(node:31) UnhandledPromiseRejectionWarning: Unhandled promise rejection. This error originated either by throwing inside of an async function without a catch block, or by rejecting a promise which was not handled with .catch(). To terminate the node process on unhandled promise rejection, use the CLI flag `--unhandled-rejections=strict` (see https://nodejs.org/api/cli.html#cli_unhandled_rejections_mode). (rejection id: 5)
server:-  Respectfully's server2 ; soup :- <@322735784593588225>, I've sent you a DM with all my commands!
